x1,x2,cat,user_id,timestamp,text,target
0.30471707975443135,,b,u642,2021-01-01 00:00:00,free text sample number 0 with value 0.305,0
-1.0399841062404955,4.685554945915058,a,u69,2021-01-01 01:00:00,free text sample number 1 with value -1.040,1
0.7504511958064572,,a,u593,2021-01-01 02:00:00,free text sample number 2 with value 0.750,0
0.9405647163912139,-2.507510368122691,a,u535,2021-01-01 03:00:00,free text sample number 3 with value 0.941,0
-1.9510351886538364,-6.893586513524953,a,u664,2021-01-01 04:00:00,free text sample number 4 with value -1.951,0
-1.302179506862318,0.3695134762020963,a,u177,2021-01-01 05:00:00,free text sample number 5 with value -1.302,0
0.12784040316728537,9.261245036742206,b,u649,2021-01-01 06:00:00,free text sample number 6 with value 0.128,0
-0.3162425923435822,3.304652814390942,b,u498,2021-01-01 07:00:00,free text sample number 7 with value -0.316,0
-0.016801157504288795,0.3212831418515315,b,u583,2021-01-01 08:00:00,free text sample number 8 with value -0.017,1
-0.85304392757358,,a,u139,2021-01-01 09:00:00,free text sample number 9 with value -0.853,1
0.8793979748628286,-2.6828750589833286,a,u695,2021-01-01 10:00:00,free text sample number 10 with value 0.879,0
0.7777919354289483,,a,u436,2021-01-01 11:00:00,free text sample number 11 with value 0.778,0
0.06603069756121605,2.2984324190472156,b,u149,2021-01-01 12:00:00,free text sample number 12 with value 0.066,0
1.1272412069680329,1.7416980445368544,c,u89,2021-01-01 13:00:00,free text sample number 13 with value 1.127,0
0.4675093422520456,4.372418365070242,a,u182,2021-01-01 14:00:00,free text sample number 14 with value 0.468,0
-0.8592924628832382,3.0339356787081573,b,u189,2021-01-01 15:00:00,free text sample number 15 with value -0.859,1
0.36875078408249884,4.004978054323991,a,u538,2021-01-01 16:00:00,free text sample number 16 with value 0.369,0
-0.9588826008289989,-0.06511684669227824,a,u218,2021-01-01 17:00:00,free text sample number 17 with value -0.959,0
0.8784503013072725,4.693446225231645,a,u663,2021-01-01 18:00:00,free text sample number 18 with value 0.878,0
-0.049925910986252896,6.8868108428719745,a,u206,2021-01-01 19:00:00,free text sample number 19 with value -0.050,0
-0.18486236354526056,-0.9104485589542378,b,u514,2021-01-01 20:00:00,free text sample number 20 with value -0.185,0
-0.6809295444039414,-0.6630869671436793,c,u398,2021-01-01 21:00:00,free text sample number 21 with value -0.681,1
1.2225413386740303,,a,u308,2021-01-01 22:00:00,free text sample number 22 with value 1.223,0
-0.15452948206880215,1.4259680399148191,b,u454,2021-01-01 23:00:00,free text sample number 23 with value -0.155,0
-0.4283278221631072,6.211464176199671,b,u696,2021-01-02 00:00:00,free text sample number 24 with value -0.428,0
-0.3521335504882296,0.6723928643234484,c,u475,2021-01-02 01:00:00,free text sample number 25 with value -0.352,1
0.5323091855533487,6.365136728812134,b,u12,2021-01-02 02:00:00,free text sample number 26 with value 0.532,0
0.36544406436407834,2.3944574504163567,a,u197,2021-01-02 03:00:00,free text sample number 27 with value 0.365,0
0.4127326115959884,2.7746864699680858,b,u355,2021-01-02 04:00:00,free text sample number 28 with value 0.413,0
0.43082100300788273,6.694154065009713,a,u519,2021-01-02 05:00:00,free text sample number 29 with value 0.431,0
2.1416476008704612,,c,u259,2021-01-02 06:00:00,free text sample number 30 with value 2.142,1
-0.4064150163846156,-0.823366287774875,a,u319,2021-01-02 07:00:00,free text sample number 31 with value -0.406,0
-0.5122427290715373,0.6543073759149369,b,u137,2021-01-02 08:00:00,free text sample number 32 with value -0.512,1
-0.8137727282478777,,a,u91,2021-01-02 09:00:00,free text sample number 33 with value -0.814,0
0.6159794225754956,-2.697277216541543,a,u463,2021-01-02 10:00:00,free text sample number 34 with value 0.616,0
1.1289722927208916,3.9124127079533646,c,u594,2021-01-02 11:00:00,free text sample number 35 with value 1.129,0
-0.11394745765487507,0.38368604714677035,b,u739,2021-01-02 12:00:00,free text sample number 36 with value -0.114,0
-0.840156476962528,5.44343798220069,a,u627,2021-01-02 13:00:00,free text sample number 37 with value -0.840,0
-0.8244812156912396,-5.182780914701414,c,u419,2021-01-02 14:00:00,free text sample number 38 with value -0.824,0
0.6505927878247011,-0.3596973253125061,c,u625,2021-01-02 15:00:00,free text sample number 39 with value 0.651,0
0.7432541712034423,-3.0594044537023057,a,u712,2021-01-02 16:00:00,free text sample number 40 with value 0.743,0
0.543154268305195,-0.4786883990918577,b,u26,2021-01-02 17:00:00,free text sample number 41 with value 0.543,1
-0.6655097072886943,2.7429977033268296,a,u496,2021-01-02 18:00:00,free text sample number 42 with value -0.666,0
0.23216132306671977,1.4623201236507353,b,u507,2021-01-02 19:00:00,free text sample number 43 with value 0.232,0
0.11668580914072822,1.2398672931559551,a,u315,2021-01-02 20:00:00,free text sample number 44 with value 0.117,0
0.21868859672901295,1.5224453858598177,a,u66,2021-01-02 21:00:00,free text sample number 45 with value 0.219,0
0.8714287779481898,2.6101647218598303,c,u46,2021-01-02 22:00:00,free text sample number 46 with value 0.871,0
0.22359554877468227,-1.0256081258293233,c,u21,2021-01-02 23:00:00,free text sample number 47 with value 0.224,0
0.6789135630718949,4.120548922697152,c,u175,2021-01-03 00:00:00,free text sample number 48 with value 0.679,0
0.06757906948889146,3.9879979111564516,c,u33,2021-01-03 01:00:00,free text sample number 49 with value 0.068,0
0.28911939868998415,3.155113812968303,b,u196,2021-01-03 02:00:00,free text sample number 50 with value 0.289,0
0.6312882258385404,3.6696003282537895,b,u431,2021-01-03 03:00:00,free text sample number 51 with value 0.631,0
-1.4571558198556664,2.8892540024259783,b,u490,2021-01-03 04:00:00,free text sample number 52 with value -1.457,0
-0.31967121635730134,8.105219908193202,a,u309,2021-01-03 05:00:00,free text sample number 53 with value -0.320,0
-0.4703726542927955,1.7387174868424704,a,u656,2021-01-03 06:00:00,free text sample number 54 with value -0.470,0
-0.6388778482433419,1.0787503449962697,a,u179,2021-01-03 07:00:00,free text sample number 55 with value -0.639,0
-0.27514225122668373,-0.26058274107213364,b,u563,2021-01-03 08:00:00,free text sample number 56 with value -0.275,0
1.4949413112343959,-1.0967880117335105,a,u620,2021-01-03 09:00:00,free text sample number 57 with value 1.495,0
-0.8658311156932432,-1.733415362803226,a,u239,2021-01-03 10:00:00,free text sample number 58 with value -0.866,0
0.9682783545914808,-0.6663919396927555,b,u484,2021-01-03 11:00:00,free text sample number 59 with value 0.968,0
-1.6828697716158048,1.7879588550437862,a,u18,2021-01-03 12:00:00,free text sample number 60 with value -1.683,0
-0.33488502998577485,3.002885385493143,a,u615,2021-01-03 13:00:00,free text sample number 61 with value -0.335,0
0.1627530651050056,2.1534261756564854,c,u260,2021-01-03 14:00:00,free text sample number 62 with value 0.163,0
0.5862223313592781,,c,u200,2021-01-03 15:00:00,free text sample number 63 with value 0.586,0
0.711226579792855,4.70055369205989,a,u529,2021-01-03 16:00:00,free text sample number 64 with value 0.711,0
0.7933472351999252,4.218238016902843,a,u192,2021-01-03 17:00:00,free text sample number 65 with value 0.793,0
-0.3487250722484376,1.521055077733949,a,u90,2021-01-03 18:00:00,free text sample number 66 with value -0.349,0
-0.46235179266456716,0.04125156600586388,b,u603,2021-01-03 19:00:00,free text sample number 67 with value -0.462,0
0.8579758812571538,,c,u148,2021-01-03 20:00:00,free text sample number 68 with value 0.858,1
-0.1913043248816149,2.5639207624583134,a,u690,2021-01-03 21:00:00,free text sample number 69 with value -0.191,0
-1.2756863233379219,,b,u651,2021-01-03 22:00:00,free text sample number 70 with value -1.276,0
-1.1332872140034806,1.7960592320467854,a,u746,2021-01-03 23:00:00,free text sample number 71 with value -1.133,0
-0.9194522860016113,2.7861074362231433,a,u794,2021-01-04 00:00:00,free text sample number 72 with value -0.919,1
0.49716074405376404,,c,u145,2021-01-04 01:00:00,free text sample number 73 with value 0.497,0
0.14242573607056525,2.569530178512329,a,u711,2021-01-04 02:00:00,free text sample number 74 with value 0.142,0
0.6904853540677682,-2.3644674557733674,a,u141,2021-01-04 03:00:00,free text sample number 75 with value 0.690,0
-0.42725264633653426,,a,u742,2021-01-04 04:00:00,free text sample number 76 with value -0.427,0
0.15853969107671423,,b,u411,2021-01-04 05:00:00,free text sample number 77 with value 0.159,0
0.6255903939673367,1.2424479970911058,c,u385,2021-01-04 06:00:00,free text sample number 78 with value 0.626,0
-0.3093465397202384,3.0903630135172193,c,u425,2021-01-04 07:00:00,free text sample number 79 with value -0.309,0
0.45677523755741145,-5.229765897399625,a,u53,2021-01-04 08:00:00,free text sample number 80 with value 0.457,1
-0.6619259410666513,-1.4690429807959986,a,u725,2021-01-04 09:00:00,free text sample number 81 with value -0.662,0
-0.3630538465650718,1.1186632395436105,b,u128,2021-01-04 10:00:00,free text sample number 82 with value -0.363,0
-0.3817378939983291,-1.2163990642805775,a,u682,2021-01-04 11:00:00,free text sample number 83 with value -0.382,0
-1.1958396455890397,,c,u60,2021-01-04 12:00:00,free text sample number 84 with value -1.196,0
0.4869724807855818,7.991889592243982,b,u677,2021-01-04 13:00:00,free text sample number 85 with value 0.487,0
-0.46940234020272387,-1.5298441582879059,a,u181,2021-01-04 14:00:00,free text sample number 86 with value -0.469,0
0.01249411872768743,-0.5123902122555781,c,u553,2021-01-04 15:00:00,free text sample number 87 with value 0.012,0
0.48074665890590895,2.706345104929791,a,u251,2021-01-04 16:00:00,free text sample number 88 with value 0.481,0
0.4465311760299441,6.833348445498863,a,u552,2021-01-04 17:00:00,free text sample number 89 with value 0.447,0
0.6653851089727862,-1.6671229376197094,b,u75,2021-01-04 18:00:00,free text sample number 90 with value 0.665,0
-0.09848548450942361,2.747108366920826,b,u337,2021-01-04 19:00:00,free text sample number 91 with value -0.098,0
-0.42329831204415375,7.463896552439326,b,u253,2021-01-04 20:00:00,free text sample number 92 with value -0.423,0
-0.07971821090639905,,b,u636,2021-01-04 21:00:00,free text sample number 93 with value -0.080,0
-1.6873344339580298,-1.843207620537496,c,u657,2021-01-04 22:00:00,free text sample number 94 with value -1.687,0
-1.4471124724230873,0.7291801806174852,c,u763,2021-01-04 23:00:00,free text sample number 95 with value -1.447,0
-1.3226996123544024,0.43823476143376694,b,u273,2021-01-05 00:00:00,free text sample number 96 with value -1.323,0
-0.9972468276014818,4.437803863260934,a,u759,2021-01-05 01:00:00,free text sample number 97 with value -0.997,1
0.3997742267234366,2.724979159462514,b,u406,2021-01-05 02:00:00,free text sample number 98 with value 0.400,1
-0.9054790553600608,-3.324886178926385,c,u678,2021-01-05 03:00:00,free text sample number 99 with value -0.905,0
-0.3781625540393897,3.546231208702433,a,u333,2021-01-05 04:00:00,free text sample number 100 with value -0.378,0
1.2992282977860654,,a,u129,2021-01-05 05:00:00,free text sample number 101 with value 1.299,0
-0.35626397106142593,5.823341650823718,a,u547,2021-01-05 06:00:00,free text sample number 102 with value -0.356,0
0.7375155684670865,0.117237390689241,a,u381,2021-01-05 07:00:00,free text sample number 103 with value 0.738,0
-0.933617680009877,,b,u340,2021-01-05 08:00:00,free text sample number 104 with value -0.934,0
-0.20543755786763002,3.6233948324135943,a,u1,2021-01-05 09:00:00,free text sample number 105 with value -0.205,0
-0.9500220549105812,4.28877944701081,b,u420,2021-01-05 10:00:00,free text sample number 106 with value -0.950,0
-0.3390330759005625,3.3442980918086107,c,u624,2021-01-05 11:00:00,free text sample number 107 with value -0.339,0
0.8403081374573955,-3.0567919521544247,c,u414,2021-01-05 12:00:00,free text sample number 108 with value 0.840,0
-1.7273204231923487,3.6141033197847534,a,u104,2021-01-05 13:00:00,free text sample number 109 with value -1.727,0
0.43442364354585733,-1.102924155023197,a,u753,2021-01-05 14:00:00,free text sample number 110 with value 0.434,1
0.2377356023322779,2.7058283347647905,b,u184,2021-01-05 15:00:00,free text sample number 111 with value 0.238,0
-0.5941499556967944,-2.2712033061971804,c,u661,2021-01-05 16:00:00,free text sample number 112 with value -0.594,1
-1.4460578543884546,3.338966442629191,a,u559,2021-01-05 17:00:00,free text sample number 113 with value -1.446,0
0.07212950771386951,-0.41979671292211773,c,u95,2021-01-05 18:00:00,free text sample number 114 with value 0.072,0
-0.5294927090638024,-1.847903950781565,a,u706,2021-01-05 19:00:00,free text sample number 115 with value -0.529,0
0.23267621135470395,4.141460409447198,c,u609,2021-01-05 20:00:00,free text sample number 116 with value 0.233,0
0.02185214552344288,2.7249335650302537,a,u465,2021-01-05 21:00:00,free text sample number 117 with value 0.022,0
1.6017788913209154,0.15806959582130864,a,u326,2021-01-05 22:00:00,free text sample number 118 with value 1.602,0
-0.23935562747302427,6.353536547063193,b,u685,2021-01-05 23:00:00,free text sample number 119 with value -0.239,0
-1.023497492621865,0.6780427352907727,a,u442,2021-01-06 00:00:00,free text sample number 120 with value -1.023,0
0.17927563495631615,2.096323021912804,a,u479,2021-01-06 01:00:00,free text sample number 121 with value 0.179,0
0.21999668397176517,2.806740343035803,a,u727,2021-01-06 02:00:00,free text sample number 122 with value 0.220,0
1.3591875752404365,0.14100219761415922,a,u169,2021-01-06 03:00:00,free text sample number 123 with value 1.359,0
0.8351112459145785,,b,u675,2021-01-06 04:00:00,free text sample number 124 with value 0.835,0
0.35687105914950934,0.39964295850582665,a,u311,2021-01-06 05:00:00,free text sample number 125 with value 0.357,0
1.4633028912195618,0.7650850333513723,b,u455,2021-01-06 06:00:00,free text sample number 126 with value 1.463,0
-1.188763054322851,6.087927919410023,c,u489,2021-01-06 07:00:00,free text sample number 127 with value -1.189,0
-0.6397515327497477,-1.1217581575372992,a,u795,2021-01-06 08:00:00,free text sample number 128 with value -0.640,0
-0.9265759414055249,-5.238340992788471,a,u542,2021-01-06 09:00:00,free text sample number 129 with value -0.927,0
-0.38980980315576796,6.8328109850356835,c,u213,2021-01-06 10:00:00,free text sample number 130 with value -0.390,0
-1.3766861475563088,9.647983857821009,c,u159,2021-01-06 11:00:00,free text sample number 131 with value -1.377,0
0.6351509468144043,0.7841922036520045,b,u764,2021-01-06 12:00:00,free text sample number 132 with value 0.635,0
-0.22222269709877338,-3.810514121860556,c,u577,2021-01-06 13:00:00,free text sample number 133 with value -0.222,0
-1.4708062945026579,1.0685480714121687,a,u769,2021-01-06 14:00:00,free text sample number 134 with value -1.471,0
-1.0155790812075416,1.1413311504779924,a,u295,2021-01-06 15:00:00,free text sample number 135 with value -1.016,0
0.3135138474501953,1.430228476933229,b,u320,2021-01-06 16:00:00,free text sample number 136 with value 0.314,0
0.8381265678943811,-1.3401641257655448,a,u396,2021-01-06 17:00:00,free text sample number 137 with value 0.838,0
1.9967308916917865,3.7386834274294323,b,u672,2021-01-06 18:00:00,free text sample number 138 with value 1.997,0
2.9138624660073296,3.5735221258582586,b,u628,2021-01-06 19:00:00,free text sample number 139 with value 2.914,0
0.4144094332759964,-2.4832168594579196,b,u738,2021-01-06 20:00:00,free text sample number 140 with value 0.414,0
-0.9895381200318641,4.097590195084663,a,u50,2021-01-06 21:00:00,free text sample number 141 with value -0.990,0
-2.132046280731309,8.158054945837673,a,u126,2021-01-06 22:00:00,free text sample number 142 with value -2.132,0
0.2677114623438358,2.5158809973111795,a,u702,2021-01-06 23:00:00,free text sample number 143 with value 0.268,0
-0.812941095310326,0.9880245137944819,a,u143,2021-01-07 00:00:00,free text sample number 144 with value -0.813,1
-0.41535726017968533,1.573990356777436,b,u751,2021-01-07 01:00:00,free text sample number 145 with value -0.415,0
-0.6120967990598081,3.845770300905684,a,u361,2021-01-07 02:00:00,free text sample number 146 with value -0.612,1
-0.14079088641638526,-3.1920148165216546,a,u151,2021-01-07 03:00:00,free text sample number 147 with value -0.141,0
1.0659802307876436,2.4931721089319065,a,u439,2021-01-07 04:00:00,free text sample number 148 with value 1.066,0
0.15704856744534462,0.8286081516115698,a,u423,2021-01-07 05:00:00,free text sample number 149 with value 0.157,0
-0.1586348370386883,7.543475038868136,c,u473,2021-01-07 06:00:00,free text sample number 150 with value -0.159,0
